species_id,common_name,scientific_name,life_type,category,feeding_status,environment_status,space_status,social_status,care_status,gap_fields,commonness_proxy,risk_proxy,priority_score
"sp_0150","短尾狮头金鱼","Carassius auratus var. Oranda","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0151","彩色天使鱼（彩色裙鱼）","Gymnocorymbus ternetzi var. Color morph","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0152","荧光斑马鱼","Danio rerio var. GloFish","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0153","球形珍珠马甲","Trichopodus leerii var. Balloon","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0154","红鼻灯 (改良)","Hemigrammus bleheri var.","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0155","长鳍红绿灯","Paracheirodon innesi var.","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0156","白金蓝曼龙","Trichopodus trichopterus var. Platinum","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0157","蓝宝石短鲷","Mikrogeophagus ramirezi var. Blue","fish","硬景/底床","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0158","红苹果剑尾","Xiphophorus hellerii var.","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0159","黄金胡子 (异型变种)","Ancistrus sp. Gold","fish","鲶鱼/异型","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0160","大帆白金胡子","Ancistrus sp. Longfin Platinum","fish","鲶鱼/异型","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0161","巧克力皮球","Poecilia sphenops var. Chocolate","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0162","红草鱼","Carassius auratus var.","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0163","鸿运当头锦鲤","Cyprinus carpio var. Kohaku","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0164","黑金刚米虾","Neocaridina davidi var. Black","invertebrate","虾螺蟹","needs_research","needs_research","inherited_reviewed","inherited_reviewed","template_only","feeding|environment|care","catalog_only","elevated","17"
"sp_0165","黄金背米虾","Neocaridina davidi var. Yellow Line","invertebrate","虾螺蟹","needs_research","needs_research","inherited_reviewed","inherited_reviewed","template_only","feeding|environment|care","catalog_only","elevated","17"
"sp_0166","极火米虾 (高等级)","Neocaridina davidi var. Fire Red","invertebrate","虾螺蟹","needs_research","needs_research","inherited_reviewed","inherited_reviewed","template_only","feeding|environment|care","catalog_only","elevated","17"
"sp_0167","球形红鼻剪刀","Hemigrammus bleheri var. Balloon","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0168","金玛丽","Poecilia latipinna var. Gold","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0169","银玛丽","Poecilia latipinna var. Silver","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0170","黑金刚孔雀鱼","Poecilia reticulata var. Full Black","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0171","白玉金丝鱼","Tanichthys albonubes var. Albino","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0172","长鳍白云金丝","Tanichthys albonubes var. Longfin","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0173","黄金河虎","Salminus brasiliensis var.","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0174","红眼白子红裙","Gymnocorymbus ternetzi var. Albino","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0175","血钻神仙","Pterophyllum scalare var. Red","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0176","黑白大理石神仙","Pterophyllum scalare var. Marble","fish","硬景/底床","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0177","红眼蓝钻神仙","Pterophyllum scalare var. Blue","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0178","熊猫神仙","Pterophyllum scalare var. Panda","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0179","球形曼龙 (蓝/金)","Trichopodus trichopterus var. Balloon","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0180","龙睛金鱼","Carassius auratus var. Telescopes","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0181","象鼻鱼","Gnathonemus petersii","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0182","蓝眼异型 (L191)","Panaque sp. L191","fish","鲶鱼/异型","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0183","红纹拟鳞鲀 (红尾炮弹)","Xanthichthys mento","fish","海水鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0184","黄头仙","Centropyge heraldi","fish","海水鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0185","蓝环神仙","Pomacanthus annularis","fish","海水鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0186","人字蝶","Chaetodon auriga","fish","海水鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0187","蓝魔鬼","Chrysiptera cyanea","fish","海水鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0188","清洁虾 (医生虾)","Lysmata amboinensis","invertebrate","海水鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0189","性感虾","Thor amboinensis","invertebrate","海水鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0190","薄荷虾","Lysmata boggesi","invertebrate","海水鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0191","寄居蟹 (红脚)","Paguristes cadenati","invertebrate","海水鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0192","海葵 (奶嘴)","Entacmaea quadricolor","coral","珊瑚/海水无脊椎","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0193","地毯海葵","Stichodactyla haddoni","coral","珊瑚/海水无脊椎","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0194","管虫 (硬管)","Protula bispiralis","coral","海水鱼","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0195","海星 (翻砂)","Astropecten polyacanthus","coral","海水鱼","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0196","一眉道人 (黄金型)","Sahyadria denisonii var. Gold","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0197","蓝宝石雷龙","Channa stewartii","fish","硬景/底床","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0198","红宝石雷龙","Channa diplogramma","fish","硬景/底床","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0199","珍珠麒麟","Badis badis","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0200","变色鱼 (喷火麒麟)","Dario dario","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0201","黑白双星异型 (L240)","Leporacanthicus cf. galaxias","fish","鲶鱼/异型","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0202","黄金美洲豹异型 (L014)","Scobinancistrus aureatus","fish","鲶鱼/异型","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0203","绿赏皮球","Poecilia sphenops var. Green","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0204","黑金刚红鼻剪刀","Hemigrammus bleheri var.","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0205","紫艳红莲灯","Hyphessobrycon herbertaxelrodi var.","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0206","电光红绿灯","Paracheirodon innesi var. Diamond","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0207","白金黑裙","Gymnocorymbus ternetzi var. White","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0208","球形红十字","Aphyocharax anisitsi var. Balloon","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0209","血玛丽鱼","Poecilia latipinna var. Blood","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0210","黄金眼镜蛇蛇鱼","Pangio kuhlii var.","fish","鱼类","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0211","大点火口","Thorichthys meeki var.","invertebrate","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0212","蓝眼金灯","Hemigrammus rodwayi var.","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0213","黑线飞狐 (金型)","Crossocheilus langei var. Gold","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0214","白金西非凤凰","Pelvicachromis pulcher var. Albino","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0215","长鳍一眉道人","Sahyadria denisonii var. Longfin","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0216","黄金雷龙","Channa aurantimaculata var.","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0217","白金黑地魔","Geophagus sp. var. Platinum","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0218","血心灯","Hyphessobrycon erythrostigma","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0219","球形金波子","Mikrogeophagus ramirezi var. Gold Balloon","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0220","白金波子 (球形)","Mikrogeophagus ramirezi var. Platinum Balloon","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0221","长鳍阿卡西短鲷","Apistogramma agassizii var. Fire Red","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0222","蓝宝鹦鹉 (球形)","Amatitlania nigrofasciata var. Jellybean","fish","慈鲷/斗鱼","needs_research","needs_research","needs_research","inherited_reviewed","reviewed_supported","feeding|environment|space","catalog_only","elevated","18"
"sp_0223","红眼白子雷龙","Channa asiatica var. Albino","fish","鱼类","template_only","needs_research","needs_research","inherited_reviewed","reviewed_supported","feeding|environment|space","catalog_only","elevated","17"
"sp_0224","白金雷龙","Channa argus var. Platinum","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","launch_cohort","elevated","9"
"sp_0225","大帆红鼻剪刀","Hemigrammus bleheri var. Longfin","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0226","白金红鼻剪刀","Hemigrammus bleheri var. Platinum","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0227","长鳍红裙鱼","Gymnocorymbus ternetzi var. Longfin","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0228","球形红裙鱼","Gymnocorymbus ternetzi var. Balloon","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0229","白化金苔鼠","Gyrinocheilus aymonieri var. Albino","fish","鲶鱼/异型","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0230","大帆黄金胡子","Ancistrus sp. Gold Longfin","fish","鲶鱼/异型","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0231","红眼白子熊猫鼠","Corydoras panda var. Albino","fish","鲶鱼/异型","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0232","白金咖啡鼠","Corydoras aeneus var. Platinum","fish","鲶鱼/异型","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0233","球形珍珠马甲 (红眼)","Trichopodus leerii var. Albino Balloon","fish","鱼类","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0234","黄金变色龙 (改良)","Dario dario var. Gold","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0235","白金黑帝王灯","Nematobrycon palmeri var. Platinum","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0236","红眼白子红剑","Xiphophorus hellerii var. Albino Red","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0237","高鳍红玛丽","Poecilia latipinna var. High Fin Red","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0238","黑金刚米虾 (极品)","Neocaridina davidi var. Full Black","invertebrate","虾螺蟹","needs_research","needs_research","inherited_reviewed","inherited_reviewed","template_only","feeding|environment|care","catalog_only","elevated","17"
"sp_0239","血腥玛丽米虾","Neocaridina davidi var. Bloody Mary","invertebrate","虾螺蟹","needs_research","needs_research","inherited_reviewed","inherited_reviewed","template_only","feeding|environment|care","catalog_only","elevated","17"
"sp_0240","白金神仙 (长鳍)","Pterophyllum scalare var. Platinum Longfin","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0241","大理石神仙 (球形)","Pterophyllum scalare var. Marble Balloon","fish","硬景/底床","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0242","红眼白子金龙","Scleropages formosus var. Albino","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0243","球形血鹦鹉","Cichlasoma var. Blood Parrot Balloon","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0244","黄金草尾孔雀","Poecilia reticulata var. Yellow Grass","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0245","红白剑尾孔雀","Poecilia reticulata var. Kohaku","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0246","白子红白孔雀","Poecilia reticulata var. Albino Kohaku","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0247","蓝钻神仙 (球形)","Pterophyllum scalare var. Blue Balloon","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0248","黄金战舰","Osphronemus goramy var. Gold","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0249","红眼金苹果螺","Pomacea bridgesii var. Gold","invertebrate","虾螺蟹","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0250","蓝珍珠神秘螺","Pomacea bridgesii var. Blue","invertebrate","虾螺蟹","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0251","紫晶神秘螺","Pomacea bridgesii var. Purple","invertebrate","虾螺蟹","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0252","白金反游猫","Synodontis nigriventris var. White","fish","鱼类","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0253","红纹一眉道人","Sahyadria denisonii var. Red Line","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0254","白金黑线飞狐","Crossocheilus langei var. Platinum","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0255","大帆红衣梦幻旗","Hyphessobrycon sweglesi var. Longfin","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0256","红眼白子黑裙鱼","Gymnocorymbus ternetzi var. Albino Red Eye","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0257","黄金斑马异型 (L134改良)","Peckoltia compta var. Gold","fish","鲶鱼/异型","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0258","糖果KOI斗鱼","Betta splendens var. Koi","fish","慈鲷/斗鱼","template_only","needs_research","inherited_reviewed","inherited_reviewed","reviewed_supported","feeding|environment","launch_cohort","elevated","18"
"sp_0259","半月斗鱼 (蓝蝴蝶)","Betta splendens var. Halfmoon","fish","慈鲷/斗鱼","template_only","needs_research","inherited_reviewed","inherited_reviewed","reviewed_supported","feeding|environment","catalog_only","elevated","12"
"sp_0260","狮王斗鱼 (红黑)","Betta splendens var. Crowntail","fish","慈鲷/斗鱼","template_only","needs_research","inherited_reviewed","inherited_reviewed","reviewed_supported","feeding|environment","catalog_only","elevated","12"
"sp_0261","大耳半月斗鱼","Betta splendens var. Dumbo Halfmoon","fish","慈鲷/斗鱼","template_only","needs_research","inherited_reviewed","inherited_reviewed","reviewed_supported","feeding|environment","catalog_only","elevated","12"
"sp_0262","将军斗鱼 (蓝龙)","Betta splendens var. Dragon","fish","慈鲷/斗鱼","template_only","needs_research","inherited_reviewed","inherited_reviewed","reviewed_supported","feeding|environment","catalog_only","elevated","12"
"sp_0263","雪中红慈鲷","Maylandia estherae var. Albino","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0264","白金阿里慈鲷","Sciaenochromis fryeri var. White","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0265","血中红慈鲷","Nimbochromis livingstonii var.","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0266","黄金珍珠虎 (改良)","Altolamprologus calvus var. Gold","fish","海水鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0267","红头珍珠马甲","Trichopodus leerii var. Red Head","fish","鱼类","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0268","球形蓝曼龙","Trichopodus trichopterus var. Blue Balloon","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0269","球形金曼龙","Trichopodus trichopterus var. Gold Balloon","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0270","白子红眼关刀","Geophagus surinamensis var. Albino","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0271","白子红宝石","Hemichromis bimaculatus var. Albino","fish","硬景/底床","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0272","长鳍神仙 (黑)","Pterophyllum scalare var. Black Longfin","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0273","血钻短鲷","Apistogramma cacatuoides var. Super Red","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0274","黄金米虾 (极品)","Neocaridina davidi var. Neon Gold","invertebrate","虾螺蟹","needs_research","needs_research","inherited_reviewed","inherited_reviewed","template_only","feeding|environment|care","catalog_only","elevated","17"
"sp_0275","血丝米虾","Neocaridina davidi var. Rili","invertebrate","虾螺蟹","needs_research","needs_research","inherited_reviewed","inherited_reviewed","template_only","feeding|environment|care","catalog_only","elevated","17"
"sp_0276","蓝钻米虾","Neocaridina davidi var. Deep Blue","invertebrate","虾螺蟹","needs_research","needs_research","inherited_reviewed","inherited_reviewed","template_only","feeding|environment|care","catalog_only","elevated","17"
"sp_0277","红白水晶虾 (S级)","Caridina cantonensis var. S-Class","invertebrate","虾螺蟹","needs_research","needs_research","inherited_reviewed","inherited_reviewed","template_only","feeding|environment|care","catalog_only","elevated","17"
"sp_0278","黑金刚水晶虾","Caridina cantonensis var. Black King Kong","invertebrate","虾螺蟹","needs_research","needs_research","inherited_reviewed","inherited_reviewed","template_only","feeding|environment|care","catalog_only","elevated","17"
"sp_0279","黄金背蓝丝绒虾","Neocaridina davidi var. Blue Gold Back","invertebrate","虾螺蟹","needs_research","needs_research","inherited_reviewed","inherited_reviewed","template_only","feeding|environment|care","catalog_only","elevated","17"
"sp_0280","黄金胡子 (长鳍)","Ancistrus sp. Gold Longfin","fish","鲶鱼/异型","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0281","白金胡子 (大帆)","Ancistrus sp. White Longfin","fish","鲶鱼/异型","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0282","黄金达摩 (改良)","Parancistrus aurantiacus var. Gold","fish","鲶鱼/异型","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0283","血红龙","Scleropages formosus var. Super Red","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0284","白金龙鱼","Scleropages formosus var. Silver Platinum","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0285","黄金眼镜蛇雷龙 (改良)","Channa aurantimaculata var. Gold","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
